egl/egl-s4-C.dat
instance 1 seed 1619043204 addcost 8729
archive size 1 22971 0.025063
archive size 2 22971 0.063174
archive size 3 22570 0.130118
archive size 4 22570 0.226008
archive size 5 22570 0.349151
archive size 6 22570 0.472932
archive size 7 22570 0.611915
archive size 8 22570 0.756801
archive size 9 22570 0.912443
archive size 10 22570 1.065201
archive size 11 22570 1.218907
archive size 12 22570 1.380572
archive size 13 22570 1.543474
archive size 14 22570 1.722137
archive size 15 22570 1.902568
archive size 16 22570 2.096796
archive size 17 22570 2.305876
archive size 18 22570 2.527183
archive size 19 22570 2.764604
archive size 20 22570 3.004363
archive size 21 22570 3.260562
archive size 22 22570 3.518395
archive size 23 22570 3.787845
archive size 24 22568 4.060170
archive size 25 22568 4.345840
archive size 26 22568 4.632621
archive size 27 22568 4.923308
archive size 28 22568 5.216444
archive size 29 22568 5.520496
archive size 30 22568 5.847805
instance 2 seed 1626697531 addcost 8571
archive size 1 23015 0.024563
archive size 2 23015 0.064817
archive size 3 23015 0.120606
archive size 4 23015 0.201021
archive size 5 23015 0.299290
archive size 6 23015 0.407859
archive size 7 23015 0.530141
archive size 8 23015 0.661000
archive size 9 23015 0.800009
archive size 10 23015 0.941977
archive size 11 23015 1.090271
archive size 12 23015 1.246687
archive size 13 23015 1.404636
archive size 14 23015 1.567770
archive size 15 23015 1.734264
archive size 16 23015 1.901835
archive size 17 23015 2.082572
archive size 18 23015 2.276102
archive size 19 23015 2.474348
archive size 20 23015 2.685130
archive size 21 23015 2.897631
archive size 22 23015 3.116327
archive size 23 23015 3.343456
archive size 24 23015 3.570786
archive size 25 23015 3.808088
archive size 26 23015 4.043867
archive size 27 23015 4.283043
archive size 28 23015 4.533444
archive size 29 23015 4.795576
archive size 30 23015 5.064023
instance 3 seed 1634351857 addcost 8926
archive size 1 23367 0.022524
archive size 2 23367 0.057042
archive size 3 23064 0.107645
archive size 4 23064 0.178083
archive size 5 23064 0.260948
archive size 6 23064 0.352807
archive size 7 23064 0.454357
archive size 8 23064 0.563759
archive size 9 23064 0.675018
archive size 10 23064 0.788080
archive size 11 23064 0.903221
archive size 12 23064 1.030769
archive size 13 23064 1.166057
archive size 14 23064 1.305375
archive size 15 23064 1.449375
archive size 16 23064 1.603114
archive size 17 23064 1.753445
